"type","group","kanji","kana","translation_ru","translation_en","pattern"
"word","Jisho-N5","池","いけ","","pond",""
"word","Jisho-N5","郵便局","ゆうびんきょく","","post office",""
"word","Jisho-N5","教室","きょうしつ","","classroom; lecture room",""
"word","Jisho-N5","耳","みみ","","ear; hearing",""
"word","Jisho-N5","切手","きって","","stamp (postage); merchandise certificate",""
"word","Jisho-N5","台所","だいどころ","","kitchen; financial situation; finances",""
"word","Jisho-N5","電気","でんき","","electricity; (electric) light",""
"word","Jisho-N5","歯","は","","tooth; teeth",""
"word","Jisho-N5","紅茶","こうちゃ","","black tea",""
"word","Jisho-N5","家庭","かてい","","home; household; family",""
"word","Jisho-N5","野菜","やさい","","vegetable; marijuana; cannabis",""
"word","Jisho-N5","風呂","ふろ","","bath; bathing; bathtub",""
"word","Jisho-N5","玄関","げんかん","","entrance; front door; entryway",""
"word","Jisho-N5","地下鉄","ちかてつ","","subway; metro; underground (railway)",""
"word","Jisho-N5","鼻","はな","","nose",""
"word","Jisho-N5","緑","みどり","","green; greenery; verdure",""
"word","Jisho-N5","昼","ひる","","noon; midday",""
"word","Jisho-N5","西","にし","","west",""
"word","Jisho-N5","白","しろ","","white; innocence; innocent person",""
"word","Jisho-N5","洗濯","せんたく","","washing; laundry",""
"word","Jisho-N5","冷蔵庫","れいぞうこ","","refrigerator; fridge",""
"word","Jisho-N5","南","みなみ","","south",""
"word","Jisho-N5","火曜日","かようび","","Tuesday",""
"word","Jisho-N5","北","きた","","north; the North; northern territories",""
"word","Jisho-N5","茶色","ちゃいろ","","brown; light brown; tawny",""
"word","Jisho-N5","喫茶店","きっさてん","","coffee shop; tearoom; coffee lounge",""
"word","Jisho-N5","黒","くろ","","black; black stone",""
"word","Jisho-N5","青","あお","","blue; azure",""
"word","Jisho-N5","靴下","くつした","","socks; sock; stockings",""
"word","Jisho-N5","封筒","ふうとう","","envelope",""
"word","Jisho-N5","辺","へん","","area; vicinity; region",""
"word","Jisho-N5","黄色","きいろ","","yellow; amber",""
"word","Jisho-N5","映画館","えいがかん","","movie theatre; movie theater; cinema",""
"word","Jisho-N5","箸","はし","","chopsticks",""
"word","Jisho-N5","食堂","しょくどう","","dining room; dining hall; cafeteria",""
"word","Jisho-N5","牛肉","ぎゅうにく","","beef",""
"word","Jisho-N5","交差点","こうさてん","","crossing; intersection",""
"word","Jisho-N5","曇り","くもり","","cloudiness; cloudy weather",""
"word","Jisho-N5","漢字","かんじ","","kanji; Chinese character",""
"word","Jisho-N5","茶碗","ちゃわん","","rice bowl; tea cup; teacup",""
"word","Jisho-N5","背広","せびろ","","business suit",""
"word","Jisho-N5","万年筆","まんねんひつ","","fountain pen",""
"word","Jisho-N5","灰皿","はいざら","","ashtray",""
"word","Jisho-N5","大使館","たいしかん","","embassy",""
"word","Jisho-N5","豚肉","ぶたにく","","pork",""
"word","Jisho-N5","交番","こうばん","","police box; koban; small neighborhood police station",""
"word","Jisho-N5","飲む","のむ","","to drink; to swallow; to take (medicine)",""
"word","Jisho-N5","上げる","あげる","","to raise; to elevate",""
"word","Jisho-N5","頭","あたま","","head; hair (on one's head)",""
"word","Jisho-N5","日曜日","にちようび","","Sunday",""
"word","Jisho-N5","誕生日","たんじょうび","","birthday",""
"word","Jisho-N5","可愛い","かわいい","","cute; adorable; charming",""
"word","Jisho-N5","鞄","かばん","","bag; satchel; briefcase",""
"word","Jisho-N5","土曜日","どようび","","Saturday",""
"word","Jisho-N5","月曜日","げつようび","","Monday",""
"word","Jisho-N5","金曜日","きんようび","","Friday",""
"word","Jisho-N5","花瓶","かびん","","(flower) vase",""
"word","Jisho-N5","木曜日","もくようび","","Thursday",""
"word","Jisho-N5","本棚","ほんだな","","bookshelves; bookshelf; bookcase",""
"word","Jisho-N5","石鹸","せっけん","","soap",""
"word","Jisho-N5","水曜日","すいようび","","Wednesday",""
"word","Jisho-N5","飴","あめ","","(hard) candy; toffee",""
"word","Jisho-N5","八百屋","やおや","","greengrocer; fruit and vegetable shop",""
"word","Jisho-N5","成る","なる","","to become; to get; to grow",""
"word","Jisho-N5","","より","","than; rather than; instead of",""
"word","Jisho-N5","一番","いちばん","","number one; first; first place",""
"word","Jisho-N5","私","わたし","","I; me",""
"word","Jisho-N5","外","そと","","outside; exterior",""
"word","Jisho-N5","姉","あね","","older sister; elder sister",""
"word","Jisho-N5","百","ひゃく","","hundred; 100",""
"word","Jisho-N5","有る","ある","","to be; to exist; to live",""
"word","Jisho-N5","其の","その","","that; the",""
"word","Jisho-N5","言う","いう","","to say; to utter; to declare",""
"word","Jisho-N5","出来る","できる","","to be able to do; to be possible; to be permitted (to do)",""
"word","Jisho-N5","良い","よい","","good; excellent; fine",""
"word","Jisho-N5","下さい","ください","","please (give me); please (do for me)",""
"word","Jisho-N5","見る","みる","","to see; to look; to watch",""
"word","Jisho-N5","此の","この","","this; last (couple of years, etc.); these",""
"word","Jisho-N5","自分","じぶん","","myself; yourself; oneself",""
"word","Jisho-N5","知る","しる","","to know; to be aware (of); to be conscious (of)",""
"word","Jisho-N5","持つ","もつ","","to hold (in one's hand); to take; to carry",""
"word","Jisho-N5","何","なに","","what; you-know-what; that thing",""
"word","Jisho-N5","車","くるま","","car; automobile; vehicle",""
"word","Jisho-N5","話す","はなす","","to talk; to speak; to converse",""
"word","Jisho-N5","今","いま","","now; the present time; just now",""
"word","Jisho-N5","今日","きょう","","today; this day",""
"word","Jisho-N5","買う","かう","","to buy; to purchase",""
"word","Jisho-N5","読む","よむ","","to read; to recite (e.g. a sutra); to chant",""
"word","Jisho-N5","皆","みな","","everyone; everybody; all",""
"word","Jisho-N5","新しい","あたらしい","","new; novel; fresh",""
"word","Jisho-N5","話","はなし","","talk; speech; chat",""
"word","Jisho-N5","明日","あした","","tomorrow; near future",""
"word","Jisho-N5","昨日","きのう","","yesterday",""
"word","Jisho-N5","出る","でる","","to leave; to exit; to go out",""
"word","Jisho-N5","勉強","べんきょう","","study; diligence; working hard",""
"word","Jisho-N5","取る","とる","","to take; to pick up; to grab",""
"word","Jisho-N5","誰","だれ","","who",""
"word","Jisho-N5","お金","おかね","","money",""
"word","Jisho-N5","男","おとこ","","man; male",""
"word","Jisho-N5","犬","いぬ","","dog (Canis (lupus) familiaris); canine",""
"word","Jisho-N5","使う","つかう","","to use (a tool, method, etc.); to make use of; to put to use",""
"word","Jisho-N5","大変","たいへん","","very; greatly; terribly",""
"word","Jisho-N5","待つ","まつ","","to wait; to await; to look forward to",""
"word","Jisho-N5","作る","つくる","","to make; to produce; to manufacture",""
"word","Jisho-N5","後ろ","うしろ","","back; behind; rear",""
"word","Jisho-N5","町","まち","","town; block; neighbourhood",""
"word","Jisho-N5","駅","えき","","railway station; train station",""
"word","Jisho-N5","少し","すこし","","a little; a bit; a small amount",""
"word","Jisho-N5","貴方","あなた","","you; dear; honey",""
"word","Jisho-N5","欲しい","ほしい","","wanting (to have); desiring; wishing for",""
"word","Jisho-N5","行く","いく","","to go; to move (towards); to head (towards)",""
"word","Jisho-N5","乗る","のる","","to get on (train, plane, bus, ship, etc.); to get in; to board",""
"word","Jisho-N5","大きな","おおきな","","big; large; great",""
"word","Jisho-N5","医者","いしゃ","","doctor; physician",""
"word","Jisho-N5","終わる","おわる","","to end; to come to an end; to finish",""
"word","Jisho-N5","学生","がくせい","","student (esp. a university student)",""
"word","Jisho-N5","長い","ながい","","long (distance, length); long (time); protracted",""
"word","Jisho-N5","何の","どの","","which; what (way)",""
"word","Jisho-N5","又","また","","again; once more; once again",""
"word","Jisho-N5","国","くに","","country; state",""
"word","Jisho-N5","高い","たかい","","high; tall",""
"word","Jisho-N5","余り","あまり","","remainder; remnant; rest",""
"word","Jisho-N5","難しい","むずかしい","","difficult; hard; troublesome",""
"word","Jisho-N5","友達","ともだち","","friend; companion",""
"word","Jisho-N5","本当","ほんとう","","truth; reality; actuality",""
"word","Jisho-N5","一つ","ひとつ","","one; for one thing",""
"word","Jisho-N5","寝る","ねる","","to sleep (lying down); to go to bed; to lie in bed",""
"word","Jisho-N5","生徒","せいと","","pupil; student; schoolchild",""
"word","Jisho-N5","忙しい","いそがしい","","busy; occupied; hectic",""
"word","Jisho-N5","両親","りょうしん","","parents; both parents",""
"word","Jisho-N5","泳ぐ","およぐ","","to swim; to struggle through (a crowd)",""
"word","Jisho-N5","立つ","たつ","","to stand (up); to rise; to get to one's feet",""
"word","Jisho-N5","出す","だす","","to take out; to get out",""
"word","Jisho-N5","早い","はやい","","fast; quick; rapid",""
"word","Jisho-N5","楽しい","たのしい","","enjoyable; fun; pleasant",""
"word","Jisho-N5","面白い","おもしろい","","interesting; fascinating; intriguing",""
"word","Jisho-N5","絵","え","","picture; drawing; painting",""
"word","Jisho-N5","女の子","おんなのこ","","girl; daughter; baby girl",""
"word","Jisho-N5","着る","きる","","to wear (from the shoulders down); to put on",""
"word","Jisho-N5","上手","じょうず","","skillful; skilled; proficient",""
"word","Jisho-N5","古い","ふるい","","old; aged; ancient",""
"word","Jisho-N5","強い","つよい","","strong; potent; competent",""
"word","Jisho-N5","全部","ぜんぶ","","all; entire; whole",""
"word","Jisho-N5","呼ぶ","よぶ","","to call out (to); to call; to invoke",""
"word","Jisho-N5","午後","ごご","","afternoon; p.m.",""
"word","Jisho-N5","掛ける","かける","","to hang up (e.g. a coat, a picture on the wall); to let hang; to suspend (from)",""
"word","Jisho-N5","辞書","じしょ","","dictionary; lexicon",""
"word","Jisho-N5","天気","てんき","","weather; fair weather; fine weather",""
"word","Jisho-N5","体","からだ","","body; torso; trunk",""
"word","Jisho-N5","大きい","おおきい","","big; large; great",""
"word","Jisho-N5","質問","しつもん","","question; inquiry; enquiry",""
"word","Jisho-N5","昨夜","ゆうべ","","last night; yesterday evening",""
"word","Jisho-N5","有名","ゆうめい","","famous; well-known",""
"word","Jisho-N5","兄","あに","","older brother; elder brother",""
"word","Jisho-N5","歌う","うたう","","to sing; to sing of (love, beauty, etc.) in a poem; to express in the form of a poem",""
"word","Jisho-N5","上る","のぼる","","to ascend; to go up; to climb",""
"word","Jisho-N5","服","ふく","","clothes (esp. Western clothes); clothing; dress",""
"word","Jisho-N5","鳥","とり","","bird; bird meat (esp. chicken meat); fowl",""
"word","Jisho-N5","時々","ときどき","","sometimes; occasionally; at times",""
"word","Jisho-N5","妹","いもうと","","younger sister",""
"word","Jisho-N5","二つ","ふたつ","","two",""
"word","Jisho-N5","頼む","たのむ","","to request; to beg; to ask",""
"word","Jisho-N5","お父さん","おとうさん","","father; dad; papa",""
"word","Jisho-N5","今朝","けさ","","this morning",""
"word","Jisho-N5","遅い","おそい","","slow; late",""
"word","Jisho-N5","借りる","かりる","","to borrow; to rent; to hire",""
"word","Jisho-N5","薬","くすり","","medicine; pharmaceuticals; (legal) drugs",""
"word","Jisho-N5","庭","にわ","","garden; yard; courtyard",""
"word","Jisho-N5","外国","がいこく","","foreign country",""
"word","Jisho-N5","小さい","ちいさい","","small; little; tiny",""
"word","Jisho-N5","元気","げんき","","lively; full of spirit; energetic",""
"word","Jisho-N5","弟","おとうと","","younger brother; little brother; kid brother",""
"word","Jisho-N5","魚","さかな","","fish",""
"word","Jisho-N5","今年","ことし","","this year",""
"word","Jisho-N5","お母さん","おかあさん","","mother; mom; mum",""
"word","Jisho-N5","男の子","おとこのこ","","boy; son; baby boy",""
"word","Jisho-N5","飛ぶ","とぶ","","to fly; to soar",""
"word","Jisho-N5","売る","うる","","to sell; to betray; to sell out (one's friend, country, etc.)",""
"word","Jisho-N5","静か","しずか","","quiet; silent",""
"word","Jisho-N5","休む","やすむ","","to be absent; to take a day off",""
"word","Jisho-N5","食べ物","たべもの","","food",""
"word","Jisho-N5","大切","たいせつ","","important; significant; serious",""
"word","Jisho-N5","警官","けいかん","","police officer; policeman; constable",""
"word","Jisho-N5","来週","らいしゅう","","next week",""
"word","Jisho-N5","建物","たてもの","","building",""
"word","Jisho-N5","暖かい","あたたかい","","warm; mild; (pleasantly) hot",""
"word","Jisho-N5","降りる","おりる","","to descend (e.g. a mountain); to go down; to come down",""
"word","Jisho-N5","止まる","とまる","","to stop (moving); to come to a stop",""
"word","Jisho-N5","一緒","いっしょ","","(doing) together; one lump; one mixture",""
"word","Jisho-N5","先週","せんしゅう","","last week; the week before",""
"word","Jisho-N5","白い","しろい","","white; blank (e.g. paper); uncolored",""
"word","Jisho-N5","二","に","","two; 2",""
"word","Jisho-N5","少ない","すくない","","few; little; small (amount)",""
"word","Jisho-N5","赤い","あかい","","red; crimson; scarlet",""
"word","Jisho-N5","洗う","あらう","","to wash; to cleanse; to rinse",""
"word","Jisho-N5","嫌い","きらい","","disliked; hated; disagreeable",""
"word","Jisho-N5","立派","りっぱ","","splendid; fine; handsome",""
"word","Jisho-N5","暇","ひま","","spare time; free time; leisure",""
"word","Jisho-N5","お茶","おちゃ","","tea (esp. green or barley); tea break; teatime",""
"word","Jisho-N5","広い","ひろい","","spacious; vast; wide",""
"word","Jisho-N5","去年","きょねん","","last year",""
"word","Jisho-N5","大好き","だいすき","","liking very much; loving (something or someone); adoring",""
"word","Jisho-N5","隣","となり","","next (to); adjoining; adjacent",""
"word","Jisho-N5","女","おんな","","woman; female",""
"word","Jisho-N5","切る","きる","","to cut; to cut through; to perform (surgery)",""
"word","Jisho-N5","多分","たぶん","","probably; likely; perhaps",""
"word","Jisho-N5","毎朝","まいあさ","","every morning",""
"word","Jisho-N5","嫌","いや","","disliking; not wanting; unwilling (to do)",""
"word","Jisho-N5","荷物","にもつ","","luggage; baggage; package",""
"word","Jisho-N5","番号","ばんごう","","number; series of digits",""
"word","Jisho-N5","返す","かえす","","to return (something); to restore; to put back",""
"word","Jisho-N5","来年","らいねん","","next year",""
"word","Jisho-N5","明るい","あかるい","","light; bright; well-lit",""
"word","Jisho-N5","近い","ちかい","","near; close; short (distance)",""
"word","Jisho-N5","向こう","むこう","","opposite side; other side",""
"word","Jisho-N5","始め","はじめ","","beginning; start; outset",""
"word","Jisho-N5","痛い","いたい","","painful; sore",""
"word","Jisho-N5","秋","あき","","autumn; fall",""
"word","Jisho-N5","休み","やすみ","","rest; recess; respite",""
"word","Jisho-N5","練習","れんしゅう","","practice; training; drill",""
"word","Jisho-N5","十","じゅう","","ten; 10",""
"word","Jisho-N5","先月","せんげつ","","last month",""
"word","Jisho-N5","上着","うわぎ","","coat; jacket; outerwear",""
"word","Jisho-N5","結構","けっこう","","splendid; nice; wonderful",""
"word","Jisho-N5","兄弟","きょうだい","","brothers and sisters; siblings",""
"word","Jisho-N5","毎年","まいとし","","every year; yearly; annually",""
"word","Jisho-N5","来月","らいげつ","","next month",""
"word","Jisho-N5","五","ご","","five; 5",""
"word","Jisho-N5","飲み物","のみもの","","drink; beverage",""
"word","Jisho-N5","牛乳","ぎゅうにゅう","","(cow's) milk",""
"word","Jisho-N5","弱い","よわい","","weak; frail; delicate",""
"word","Jisho-N5","三","さん","","three; 3",""
"word","Jisho-N5","大丈夫","だいじょうぶ","","safe; secure; sound",""
"word","Jisho-N5","黒い","くろい","","black; dark; blackish",""
"word","Jisho-N5","半分","はんぶん","","half",""
"word","Jisho-N5","皆さん","みなさん","","all; everyone; everybody",""
"word","Jisho-N5","押す","おす","","to push; to thrust; to shove",""
"word","Jisho-N5","勤める","つとめる","","to work (for); to be employed (at); to serve (in)",""
"word","Jisho-N5","熱い","あつい","","hot (to the touch); passionate (feelings, etc.); ardent",""
"word","Jisho-N5","三つ","みっつ","","three; three years of age",""
"word","Jisho-N5","果物","くだもの","","fruit",""
"word","Jisho-N5","今週","こんしゅう","","this week",""
"word","Jisho-N5","甘い","あまい","","sweet-tasting; sweet; sugary",""
"word","Jisho-N5","右","みぎ","","right; right-hand side",""
"word","Jisho-N5","晩","ばん","","evening; night",""
"word","Jisho-N5","階段","かいだん","","stairs; stairway; staircase",""
"word","Jisho-N5","大勢","おおぜい","","crowd of people; great number of people",""
"word","Jisho-N5","幾つ","いくつ","","how many; how old",""
"word","Jisho-N5","張る","はる","","to stick; to paste; to affix",""
"word","Jisho-N5","夕方","ゆうがた","","early evening (usu. from 3pm to 6pm); dusk",""
"word","Jisho-N5","低い","ひくい","","low (rank, degree, value, content, quality, etc.); low (position); close to the ground",""
"word","Jisho-N5","左","ひだり","","left; left-hand side",""
"word","Jisho-N5","毎週","まいしゅう","","every week",""
"word","Jisho-N5","下手","へた","","unskillful; poor; awkward",""
"word","Jisho-N5","千","せん","","thousand; 1,000",""
"word","Jisho-N5","渡す","わたす","","to ferry across (e.g. a river); to carry across; to traverse",""
"word","Jisho-N5","午前","ごぜん","","morning; a.m.",""
"word","Jisho-N5","便利","べんり","","convenient; handy; useful",""
"word","Jisho-N5","丸い","まるい","","round; circular; spherical",""
"word","Jisho-N5","今月","こんげつ","","this month",""
"word","Jisho-N5","浴びる","あびる","","to dash over oneself (e.g. water); to take (e.g. shower); to bask in (e.g. the sun)",""
"word","Jisho-N5","半","はん","","half; semi-; partial",""
"word","Jisho-N5","洋服","ようふく","","Western-style clothes (cf. traditional Japanese clothes)",""
"word","Jisho-N5","撮る","とる","","to take (a photograph); to record (audio or video); to film",""
"word","Jisho-N5","締める","しめる","","to tie; to fasten; to tighten",""
"word","Jisho-N5","文章","ぶんしょう","","writing; composition; essay",""
"word","Jisho-N5","薄い","うすい","","thin (of an object); pale; light",""
"word","Jisho-N5","八","はち","","eight; 8",""
"word","Jisho-N5","横","よこ","","horizontal (as opposed to vertical); side-to-side (as opposed to front-to-back); width",""
"word","Jisho-N5","四つ","よっつ","","four; 4",""
"word","Jisho-N5","六","ろく","","six; 6",""
"word","Jisho-N5","丈夫","じょうぶ","","healthy; robust; strong",""
"word","Jisho-N5","毎晩","まいばん","","every night",""
"word","Jisho-N5","東","ひがし","","east",""
"word","Jisho-N5","晴れ","はれ","","clear weather; fine weather",""
"word","Jisho-N5","五つ","いつつ","","five; five years of age",""
"word","Jisho-N5","細い","ほそい","","thin; slender; fine",""
"word","Jisho-N5","廊下","ろうか","","corridor; hallway; passageway",""
"word","Jisho-N5","太い","ふとい","","fat; thick",""
"word","Jisho-N5","縦","たて","","the vertical; height",""
"word","Jisho-N5","留学生","りゅうがくせい","","overseas student; exchange student",""
"word","Jisho-N5","九つ","ここのつ","","nine; nine years of age",""
"word","Jisho-N5","七つ","ななつ","","seven; seven years of age",""
"word","Jisho-N5","一昨年","おととし","","year before last",""
"word","Jisho-N5","人","ひと","","person; someone; somebody",""
"word","Jisho-N5","居る","いる","","to be (of animate objects); to exist",""
"word","Jisho-N5","其れ","それ","","that; it",""
"word","Jisho-N5","物","もの","","thing; object; article",""
"word","Jisho-N5","家","いえ","","house; residence; dwelling",""
"word","Jisho-N5","本","ほん","","book; volume; script",""
"word","Jisho-N5","迚も","とても","","very; awfully; exceedingly",""
"word","Jisho-N5","会う","あう","","to meet; to encounter; to see",""
"word","Jisho-N5","好き","すき","","liking; being fond of; to one's liking",""
"word","Jisho-N5","分かる","わかる","","to understand; to comprehend; to grasp",""
"word","Jisho-N5","此れ","これ","","this; this one",""
"word","Jisho-N5","聞く","きく","","to hear; to listen (e.g. to music)",""
"word","Jisho-N5","所","ところ","","place; spot; scene",""
"word","Jisho-N5","先","さき","","point; tip; end",""
"word","Jisho-N5","何時も","いつも","","always; all the time; at all times",""
"word","Jisho-N5","書く","かく","","to write; to compose; to pen",""
"word","Jisho-N5","沢山","たくさん","","a lot; lots; plenty",""
"word","Jisho-N5","入る","はいる","","to enter; to come in; to go in",""
"word","Jisho-N5","置く","おく","","to put; to place",""
"word","Jisho-N5","何処","どこ","","where; what place",""
"word","Jisho-N5","住む","すむ","","to live (of humans); to reside; to inhabit",""
"word","Jisho-N5","食べる","たべる","","to eat; to live on (e.g. a salary); to live off",""
"word","Jisho-N5","歩く","あるく","","to walk",""
"word","Jisho-N5","働く","はたらく","","to work; to labor; to labour",""
"word","Jisho-N5","着く","つく","","to arrive at; to reach",""
"word","Jisho-N5","上","うえ","","above; over; up",""
"word","Jisho-N5","悪い","わるい","","bad; poor; undesirable",""
"word","Jisho-N5","教える","おしえる","","to teach; to instruct",""
"word","Jisho-N5","降る","ふる","","to fall (of rain, snow, ash, etc.); to come down",""
"word","Jisho-N5","死ぬ","しぬ","","to die; to pass away",""
"word","Jisho-N5","帰る","かえる","","to return; to come home; to go home",""
"word","Jisho-N5","多い","おおい","","many; numerous; a lot",""
"word","Jisho-N5","出かける","でかける","","to go out (e.g. on an excursion or outing); to leave; to depart",""
"word","Jisho-N5","若い","わかい","","young; youthful",""
"word","Jisho-N5","掛かる","かかる","","to take (a resource, e.g. time or money); to hang",""
"word","Jisho-N5","同じ","おなじ","","same; identical; equal",""
"word","Jisho-N5","起きる","おきる","","to get up; to rise; to blaze up (fire)",""
"word","Jisho-N5","座る","すわる","","to sit (down); to have a seat; to be seated",""
"word","Jisho-N5","店","みせ","","store; shop; establishment",""
"word","Jisho-N5","入れる","いれる","","to put in; to let in; to take in",""
"word","Jisho-N5","何方","どなた","","who",""
"word","Jisho-N5","一寸","ちょっと","","a little; a bit; slightly",""
"word","Jisho-N5","疲れる","つかれる","","to get tired; to tire; to get fatigued",""
"word","Jisho-N5","開ける","あける","","to open (a door, etc.); to unwrap (e.g. parcel, package); to unlock",""
"word","Jisho-N5","何故","なぜ","","why; how; for what reason",""
"word","Jisho-N5","一日","いちにち","","one day; all day (long); the whole day",""
"word","Jisho-N5","寒い","さむい","","cold (e.g. weather); uninteresting (esp. joke); lame",""
"word","Jisho-N5","見せる","みせる","","to show; to display",""
"word","Jisho-N5","違う","ちがう","","to differ (from); to be different; to be distinct",""
"word","Jisho-N5","如何して","どうして","","how; in what way; by what means",""
"word","Jisho-N5","付ける","つける","","to attach; to join; to connect",""
"word","Jisho-N5","覚える","おぼえる","","to memorize; to memorise; to commit to memory",""
"word","Jisho-N5","風","かぜ","","wind; breeze; draught",""
"word","Jisho-N5","近く","ちかく","","near; neighbourhood; neighborhood",""
"word","Jisho-N5","困る","こまる","","to be troubled; to have difficulty; to be in a fix",""
"word","Jisho-N5","生まれる","うまれる","","to be born",""
