"type","group","kanji","kana","translation_ru","translation_en","pattern"
"word","Jisho-N2","編集","へんしゅう","","editing; compilation",""
"word","Jisho-N2","集合","しゅうごう","","meeting up; gathering; assembly",""
"word","Jisho-N2","農産物","のうさんぶつ","","agricultural produce",""
"word","Jisho-N2","体操","たいそう","","gymnastics; physical exercises",""
"word","Jisho-N2","親指","おやゆび","","thumb; big toe",""
"word","Jisho-N2","電波","でんぱ","","radio wave; reception; signal",""
"word","Jisho-N2","水平","すいへい","","horizontal; level; even",""
"word","Jisho-N2","水分","すいぶん","","water; liquid; fluid",""
"word","Jisho-N2","大学院","だいがくいん","","graduate school",""
"word","Jisho-N2","垂直","すいちょく","","vertical; perpendicular",""
"word","Jisho-N2","売買","ばいばい","","trade; buying and selling; trafficking (e.g. of humans, arms, drugs)",""
"word","Jisho-N2","確率","かくりつ","","probability; likelihood; chances",""
"word","Jisho-N2","歯磨き","はみがき","","dental brushing; brushing one's teeth",""
"word","Jisho-N2","餅","もち","","mochi; small rice cake made from glutinous rice",""
"word","Jisho-N2","自然科学","しぜんかがく","","natural science",""
"word","Jisho-N2","摩擦","まさつ","","friction; rubbing; chafing",""
"word","Jisho-N2","性別","せいべつ","","(distinction of) sex; gender",""
"word","Jisho-N2","文房具","ぶんぼうぐ","","stationery",""
"word","Jisho-N2","湿度","しつど","","humidity",""
"word","Jisho-N2","水蒸気","すいじょうき","","water vapour; water vapor; steam",""
"word","Jisho-N2","幼稚園","ようちえん","","kindergarten (in Japan, non-compulsory education from age 3 until primary school); preschool",""
"word","Jisho-N2","代名詞","だいめいし","","pronoun; synonym; classic example",""
"word","Jisho-N2","貨物","かもつ","","cargo; freight",""
"word","Jisho-N2","電流","でんりゅう","","electric current",""
"word","Jisho-N2","名刺","めいし","","business card",""
"word","Jisho-N2","祝日","しゅくじつ","","national holiday; public holiday",""
"word","Jisho-N2","洗剤","せんざい","","detergent; cleanser; cleaning agent",""
"word","Jisho-N2","冠","かんむり","","traditional cap worn by Shinto clergy and courtiers; crown; diadem",""
"word","Jisho-N2","鉱物","こうぶつ","","mineral",""
"word","Jisho-N2","随筆","ずいひつ","","essays; miscellaneous writings; literary jottings",""
"word","Jisho-N2","透明","とうめい","","transparent; clear",""
"word","Jisho-N2","線路","せんろ","","railway track; railway line; railroad",""
"word","Jisho-N2","吐き気","はきけ","","nausea; feeling like throwing up; feeling sick",""
"word","Jisho-N2","紫","むらさき","","purple; violet",""
"word","Jisho-N2","歯車","はぐるま","","gear; cogwheel",""
"word","Jisho-N2","役所","やくしょ","","government office; public office",""
"word","Jisho-N2","漁業","ぎょぎょう","","fishing industry; fishery",""
"word","Jisho-N2","工夫","くふう","","devising (a way); contriving; inventing",""
"word","Jisho-N2","会館","かいかん","","meeting hall; assembly hall",""
"word","Jisho-N2","転々","てんてん","","moving from place to place; being passed around repeatedly",""
"word","Jisho-N2","接続","せつぞく","","connection; attachment; union",""
"word","Jisho-N2","圧縮","あっしゅく","","compression; condensing; shortening",""
"word","Jisho-N2","農薬","のうやく","","agricultural chemical; agrochemical; agrichemical",""
"word","Jisho-N2","社説","しゃせつ","","editorial; leading article; leader",""
"word","Jisho-N2","頂点","ちょうてん","","vertex; apex",""
"word","Jisho-N2","重力","じゅうりょく","","gravity; gravitation; gravitational pull",""
"word","Jisho-N2","司会","しかい","","leading a meeting; presiding over a meeting; officiating at a ceremony",""
"word","Jisho-N2","官庁","かんちょう","","government office; government agency; authorities",""
"word","Jisho-N2","気圧","きあつ","","atmospheric pressure; air pressure",""
"word","Jisho-N2","真空","しんくう","","vacuum; absolute void; complete vacuity",""
"word","Jisho-N2","学部","がくぶ","","faculty (of a university); school; college",""
"word","Jisho-N2","発電","はつでん","","generation of electricity; power generation",""
"word","Jisho-N2","郡","ぐん","","district; county",""
"word","Jisho-N2","流域","りゅういき","","drainage basin; catchment basin; river basin",""
"word","Jisho-N2","西暦","せいれき","","Common Era; CE; Christian Era",""
"word","Jisho-N2","社会科学","しゃかいかがく","","social science",""
"word","Jisho-N2","図鑑","ずかん","","pictorial book; picture book; illustrated reference book",""
"word","Jisho-N2","輸血","ゆけつ","","blood transfusion",""
"word","Jisho-N2","峠","とうげ","","(mountain) pass; highest point on a mountain road; ridge",""
"word","Jisho-N2","保健","ほけん","","preservation of health; hygiene; sanitation",""
"word","Jisho-N2","為替","かわせ","","money order; draft",""
"word","Jisho-N2","機関車","きかんしゃ","","locomotive; engine",""
"word","Jisho-N2","索引","さくいん","","index (in a book)",""
"word","Jisho-N2","測量","そくりょう","","measurement; surveying",""
"word","Jisho-N2","学会","がっかい","","learned society; scientific society; academy",""
"word","Jisho-N2","工芸","こうげい","","industrial arts; craft",""
"word","Jisho-N2","炭鉱","たんこう","","coal mine; (coal) pit; colliery",""
"word","Jisho-N2","献立","こんだて","","menu; bill of fare",""
"word","Jisho-N2","自治","じち","","self-government; autonomy",""
"word","Jisho-N2","合同","ごうどう","","combination; union; joining",""
"word","Jisho-N2","踏切","ふみきり","","railway crossing; railroad crossing; train crossing",""
"word","Jisho-N2","曖昧","あいまい","","vague; ambiguous; unclear",""
"word","Jisho-N2","梯子","はしご","","ladder; stairs",""
"word","Jisho-N2","肘","ひじ","","elbow",""
"word","Jisho-N2","絨毯","じゅうたん","","carpet; rug; runner",""
"word","Jisho-N2","釘","くぎ","","nail; spike; tack",""
"word","Jisho-N2","編み物","あみもの","","knitting; knitted material; crochet",""
"word","Jisho-N2","茹でる","ゆでる","","to boil (something in hot water); to treat with medicinal steam (a swelling, etc.)",""
"word","Jisho-N2","気体","きたい","","gas; vapour; vapor",""
"word","Jisho-N2","包帯","ほうたい","","bandage; dressing",""
"word","Jisho-N2","飢饉","ききん","","famine; crop failure",""
"word","Jisho-N2","胡椒","こしょう","","pepper",""
"word","Jisho-N2","煉瓦","れんが","","brick",""
"word","Jisho-N2","直角","ちょっかく","","right angle",""
"word","Jisho-N2","錆","さび","","rust",""
"word","Jisho-N2","迷信","めいしん","","superstition; superstitious belief",""
"word","Jisho-N2","待合室","まちあいしつ","","waiting room",""
"word","Jisho-N2","櫛","くし","","comb",""
"word","Jisho-N2","失恋","しつれん","","disappointed love; broken heart; unrequited love",""
"word","Jisho-N2","回り道","まわりみち","","detour; circuitous route; diversion",""
"word","Jisho-N2","扇風機","せんぷうき","","electric fan",""
"word","Jisho-N2","名詞","めいし","","noun",""
"word","Jisho-N2","省略","しょうりゃく","","omission; leaving out",""
"word","Jisho-N2","蒸発","じょうはつ","","evaporation; disappearance (of a person); vanishing without a trace",""
"word","Jisho-N2","裁縫","さいほう","","sewing; needlework",""
"word","Jisho-N2","正方形","せいほうけい","","square",""
"word","Jisho-N2","形容詞","けいようし","","adjective; i-adjective (in Japanese)",""
"word","Jisho-N2","蕎麦","そば","","buckwheat (Fagopyrum esculentum); soba; Japanese buckwheat noodles",""
"word","Jisho-N2","人差し指","ひとさしゆび","","index finger; forefinger; first (occ. second) finger",""
"word","Jisho-N2","副詞","ふくし","","adverb",""
"word","Jisho-N2","蛍光灯","けいこうとう","","fluorescent lamp; fluorescent light",""
"word","Jisho-N2","消防署","しょうぼうしょ","","fire station",""
"word","Jisho-N2","定規","じょうぎ","","(measuring) ruler",""
"word","Jisho-N2","箒","ほうき","","broom",""
"word","Jisho-N2","括弧","かっこ","","brackets; parentheses",""
"word","Jisho-N2","海水浴","かいすいよく","","swimming in the ocean; sea bathing; seawater bath",""
"word","Jisho-N2","人文科学","じんぶんかがく","","humanities; arts",""
"word","Jisho-N2","体積","たいせき","","capacity; volume",""
"word","Jisho-N2","座布団","ざぶとん","","zabuton; flat floor cushion used when sitting or kneeling; usu. rectangular",""
"word","Jisho-N2","長方形","ちょうほうけい","","rectangle; oblong",""
"word","Jisho-N2","敬語","けいご","","honorific; term of respect; polite expression",""
"word","Jisho-N2","矢印","やじるし","","arrow (symbol); (romantic) interest (for a certain person); direction (of one's attention, etc.)",""
"word","Jisho-N2","経度","けいど","","longitude",""
"word","Jisho-N2","時間割","じかんわり","","timetable (esp. a weekly school timetable); schedule",""
"word","Jisho-N2","複写","ふくしゃ","","copying; duplication; reproduction",""
"word","Jisho-N2","下駄","げた","","geta; traditional Japanese wooden sandal",""
"word","Jisho-N2","水筒","すいとう","","canteen; flask; water bottle",""
"word","Jisho-N2","風呂敷","ふろしき","","furoshiki; wrapping cloth; cloth wrapper",""
"word","Jisho-N2","噴水","ふんすい","","water fountain",""
"word","Jisho-N2","手洗い","てあらい","","washing one's hands; water (or basin, etc.) for washing one's hands",""
"word","Jisho-N2","便所","べんじょ","","toilet; lavatory; water closet",""
"word","Jisho-N2","薬指","くすりゆび","","ring finger; third finger; fourth finger (esp. in piano-playing)",""
"word","Jisho-N2","肌着","はだぎ","","underwear; underclothes; lingerie",""
"word","Jisho-N2","障子","しょうじ","","shoji (paper sliding door)",""
"word","Jisho-N2","温帯","おんたい","","temperate zone",""
"word","Jisho-N2","方程式","ほうていしき","","equation; formula",""
"word","Jisho-N2","中指","なかゆび","","middle finger; long finger; second finger",""
"word","Jisho-N2","","ネジ","","screw; key (of a clock, watch, etc.); spring",""
"word","Jisho-N2","探す","さがす","","to search for; to look for; to hunt for",""
"word","Jisho-N2","喜ぶ","よろこぶ","","to be delighted; to be glad; to be pleased",""
"word","Jisho-N2","赤ん坊","あかんぼう","","baby; infant",""
"word","Jisho-N2","向かう","むかう","","to face; to go towards; to head towards",""
"word","Jisho-N2","見つかる","みつかる","","to be found; to be discovered",""
"word","Jisho-N2","増える","ふえる","","to increase; to multiply",""
"word","Jisho-N2","柔らかい","やわらかい","","soft; tender; supple",""
"word","Jisho-N2","又は","または","","or; either ... or ...",""
"word","Jisho-N2","引き出す","ひきだす","","to pull out; to take out; to draw out",""
"word","Jisho-N2","退院","たいいん","","leaving hospital; discharge from hospital",""
"word","Jisho-N2","漬ける","つける","","to soak (in); to steep; to dip",""
"word","Jisho-N2","見つける","みつける","","to find; to discover; to come across",""
"word","Jisho-N2","慣れる","なれる","","to get used to; to grow accustomed to; to become familiar with",""
"word","Jisho-N2","直す","なおす","","to repair; to mend; to fix",""
"word","Jisho-N2","捨てる","すてる","","to throw away; to cast away; to dump",""
"word","Jisho-N2","硬い","かたい","","hard; solid; tough",""
"word","Jisho-N2","掏摸","すり","","pickpocket",""
"word","Jisho-N2","滑る","すべる","","to slide; to glide; to skate",""
"word","Jisho-N2","拝見","はいけん","","seeing; looking at",""
"word","Jisho-N2","床屋","とこや","","barbershop; barber shop; barber",""
"word","Jisho-N2","再来月","さらいげつ","","month after next",""
"word","Jisho-N2","再来週","さらいしゅう","","week after next",""
"word","Jisho-N2","主語","しゅご","","subject",""
"word","Jisho-N2","零点","れいてん","","zero (points, marks); no marks",""
"word","Jisho-N2","只","ただ","","ordinary; common; usual",""
"word","Jisho-N2","喜び","よろこび","","joy; delight; rapture",""
"word","Jisho-N2","越える","こえる","","to cross over; to cross; to pass through",""
"word","Jisho-N2","備える","そなえる","","to furnish with; to equip with; to provide",""
"word","Jisho-N2","乗せる","のせる","","to place on (something); to give (someone) a ride; to give a lift",""
"word","Jisho-N2","減る","へる","","to decrease (in size or number); to diminish; to abate",""
"word","Jisho-N2","計る","はかる","","to measure; to weigh; to survey",""
"word","Jisho-N2","替える","かえる","","to replace; to convert; to change",""
"word","Jisho-N2","収める","おさめる","","to put (into); to put away (in); to put back (in)",""
"word","Jisho-N2","空き","あき","","space; room; gap",""
"word","Jisho-N2","長所","ちょうしょ","","strong point; merit; virtue",""
"word","Jisho-N2","休息","きゅうそく","","rest; relief; relaxation",""
"word","Jisho-N2","湿気","しっけ","","moisture; humidity; dampness",""
"word","Jisho-N2","勝負","しょうぶ","","victory or defeat; match; contest",""
"word","Jisho-N2","相互","そうご","","mutual; reciprocal",""
"word","Jisho-N2","役人","やくにん","","government official",""
"word","Jisho-N2","引っ越し","ひっこし","","moving (dwelling, office, etc.); changing residence",""
"word","Jisho-N2","海洋","かいよう","","ocean; sea",""
"word","Jisho-N2","関西","かんさい","","Kansai (region comprising Kyoto, Osaka, Kobe and surrounding prefectures); Kansai (western half of Japan; during the feudal era)",""
"word","Jisho-N2","上り","のぼり","","ascent; climbing; ascending (path)",""
"word","Jisho-N2","正門","せいもん","","main gate; main entrance",""
"word","Jisho-N2","連合","れんごう","","union; combination; alliance",""
"word","Jisho-N2","南米","なんべい","","South America",""
"word","Jisho-N2","下町","したまち","","low-lying part of a city (usu. containing shops, factories, etc.); Shitamachi (low-lying area of eastern Tokyo near Tokyo Bay, incl. Asakusa, Shitaya, Kanda, Fukugawa, Honjo, Nihonbashi, Kyobashi and surrounds)",""
"word","Jisho-N2","大小","だいしょう","","size; large and small (sizes); various sizes",""
"word","Jisho-N2","一応","いちおう","","more or less; though not quite satisfactorily; after a fashion",""
"word","Jisho-N2","伸ばす","のばす","","to grow long (e.g. hair, nails); to lengthen; to extend",""
"word","Jisho-N2","伸びる","のびる","","to stretch; to extend; to lengthen",""
"word","Jisho-N2","越す","こす","","to cross over (e.g. mountain); to go across",""
"word","Jisho-N2","粗い","あらい","","coarse; rough",""
"word","Jisho-N2","御免","ごめん","","I'm sorry; my apologies; excuse me",""
"word","Jisho-N2","一旦","いったん","","once; for a short time; briefly",""
"word","Jisho-N2","麓","ふもと","","foot (of a mountain or hill); bottom; base",""
"word","Jisho-N2","生け花","いけばな","","ikebana; Japanese art of flower arrangement",""
"word","Jisho-N2","欧米","おうべい","","Europe and the United States; Europe and America; the West",""
"word","Jisho-N2","隙間","すきま","","gap; opening; aperture",""
"word","Jisho-N2","稽古","けいこ","","practice; practising; training",""
"word","Jisho-N2","箪笥","たんす","","chest of drawers; bureau; cabinet",""
"word","Jisho-N2","瀬戸物","せともの","","earthenware; porcelain; china",""
"word","Jisho-N2","合流","ごうりゅう","","confluence (of rivers); flowing together; joining",""
"word","Jisho-N2","","ペン","","pen",""
"word","Jisho-N2","一昨日","おととい","","day before yesterday",""
"word","Jisho-N2","醤油","しょうゆ","","soy sauce; soya sauce; shoyu",""
"word","Jisho-N2","","けど","","but; however; although",""
"word","Jisho-N2","大分","だいぶ","","considerably; greatly; a lot",""
"word","Jisho-N2","下る","くだる","","to descend; to go down; to come down",""
"word","Jisho-N2","間もなく","まもなく","","soon; shortly; before long",""
"word","Jisho-N2","耐える","たえる","","to bear; to stand; to endure",""
"word","Jisho-N2","少なくとも","すくなくとも","","at least",""
"word","Jisho-N2","押さえる","おさえる","","to pin down; to hold down; to press down",""
"word","Jisho-N2","知り合い","しりあい","","acquaintance",""
"word","Jisho-N2","相変わらず","あいかわらず","","as usual; as always; as before",""
"word","Jisho-N2","率直","そっちょく","","frank; candid; straightforward",""
"word","Jisho-N2","努める","つとめる","","to endeavor (to do); to endeavour; to try hard",""
"word","Jisho-N2","殴る","なぐる","","to strike; to hit; to beat",""
"word","Jisho-N2","慌てる","あわてる","","to become confused (disconcerted, disorganized, disorganised); to be flustered; to panic",""
"word","Jisho-N2","診る","みる","","to examine (medically); to have a look at; to check (a patient's pulse)",""
"word","Jisho-N2","何とも","なんとも","","really; very; extremely",""
"word","Jisho-N2","稀","まれ","","rare; seldom",""
"word","Jisho-N2","狙う","ねらう","","to aim at (with a weapon, etc.); to be after (something or someone); to have an eye on",""
"word","Jisho-N2","迫る","せまる","","to approach; to draw near; to be imminent",""
"word","Jisho-N2","預かる","あずかる","","to look after; to take care of; to keep",""
"word","Jisho-N2","浮かべる","うかべる","","to float; to set afloat; to launch",""
"word","Jisho-N2","交代","こうたい","","change; alternation; rotation",""
"word","Jisho-N2","当たり前","あたりまえ","","natural; reasonable; obvious",""
"word","Jisho-N2","枯れる","かれる","","to wither (of a plant); to be blasted; to die",""
"word","Jisho-N2","外れる","はずれる","","to be disconnected; to get out of place; to be off",""
"word","Jisho-N2","広げる","ひろげる","","to spread; to extend; to expand",""
"word","Jisho-N2","取り消す","とりけす","","to cancel; to withdraw; to retract",""
"word","Jisho-N2","伝わる","つたわる","","to spread (of a rumour, news, etc.); to travel; to circulate",""
"word","Jisho-N2","見送る","みおくる","","to see (someone) off; to escort",""
"word","Jisho-N2","接する","せっする","","to touch; to come in contact with; to border on",""
"word","Jisho-N2","分かれる","わかれる","","to branch; to fork; to diverge",""
"word","Jisho-N2","配る","くばる","","to distribute; to hand out; to deliver",""
"word","Jisho-N2","売り上げ","うりあげ","","amount sold; sales; proceeds",""
"word","Jisho-N2","刺す","さす","","to pierce; to stab; to prick",""
"word","Jisho-N2","属する","ぞくする","","to belong to; to come under; to be affiliated with",""
