"type","group","kanji","kana","translation_ru","translation_en","pattern"
"word","Jisho-N1","丁度","ちょうど","","exactly; precisely; just",""
"word","Jisho-N1","綺麗","きれい","","pretty; lovely; beautiful",""
"word","Jisho-N1","然し","しかし","","however; but",""
"word","Jisho-N1","色々","いろいろ","","various; a variety of; all sorts of",""
"word","Jisho-N1","美味しい","おいしい","","good(-tasting); nice; delicious",""
"word","Jisho-N1","曲がる","まがる","","to bend; to curve; to warp",""
"word","Jisho-N1","段々","だんだん","","gradually; by degrees; little by little",""
"word","Jisho-N1","彼処","あそこ","","there; over there; that place",""
"word","Jisho-N1","煩い","うるさい","","noisy; loud",""
"word","Jisho-N1","詰らない","つまらない","","dull; uninteresting; boring",""
"word","Jisho-N1","お祖母さん","おばあさん","","grandmother; old woman; female senior citizen",""
"word","Jisho-N1","其方","そちら","","that way; that direction",""
"word","Jisho-N1","不味い","まずい","","bad(-tasting); unpalatable; unsavoury",""
"word","Jisho-N1","お手洗い","おてあらい","","toilet; restroom; lavatory",""
"word","Jisho-N1","お巡りさん","おまわりさん","","police officer",""
"word","Jisho-N1","其処","そこ","","there (place relatively near listener); there (place just mentioned); that place",""
"word","Jisho-N1","農場","のうじょう","","farm (agriculture)",""
"word","Jisho-N1","惑星","わくせい","","planet; dark horse; surprise contender",""
"word","Jisho-N1","矢","や","","arrow; wedge; chock",""
"word","Jisho-N1","尾","お","","tail (of an animal); cauda",""
"word","Jisho-N1","百科事典","ひゃっかじてん","","encyclopedia; encyclopaedia",""
"word","Jisho-N1","地獄","じごく","","hell realm; Naraka",""
"word","Jisho-N1","乗り換え","のりかえ","","transfer (trains, buses, etc.); change; connection",""
"word","Jisho-N1","津波","つなみ","","tsunami; tidal wave",""
"word","Jisho-N1","銅","どう","","copper (Cu); bronze (medal)",""
"word","Jisho-N1","引き分け","ひきわけ","","draw (in competition); tie game",""
"word","Jisho-N1","皇居","こうきょ","","Imperial Palace (of Japan); imperial residence",""
"word","Jisho-N1","歯磨き","はみがき","","dental brushing; brushing one's teeth",""
"word","Jisho-N1","流通","りゅうつう","","circulation (of money, goods, etc.); distribution",""
"word","Jisho-N1","冠","かんむり","","traditional cap worn by Shinto clergy and courtiers; crown; diadem",""
"word","Jisho-N1","仏像","ぶつぞう","","statue of Buddha; image of Buddha; Buddhist statue",""
"word","Jisho-N1","転々","てんてん","","moving from place to place; being passed around repeatedly",""
"word","Jisho-N1","見合い","みあい","","(formal) meeting with a view to marriage; interview with a prospective spouse",""
"word","Jisho-N1","水源","すいげん","","source of river; fountainhead",""
"word","Jisho-N1","海運","かいうん","","maritime transport; shipping",""
"word","Jisho-N1","曖昧","あいまい","","vague; ambiguous; unclear",""
"word","Jisho-N1","梯子","はしご","","ladder; stairs",""
"word","Jisho-N1","絨毯","じゅうたん","","carpet; rug; runner",""
"word","Jisho-N1","茹でる","ゆでる","","to boil (something in hot water); to treat with medicinal steam (a swelling, etc.)",""
"word","Jisho-N1","錆","さび","","rust",""
"word","Jisho-N1","中指","なかゆび","","middle finger; long finger; second finger",""
"word","Jisho-N1","","と","","if; when",""
"word","Jisho-N1","","ネジ","","screw; key (of a clock, watch, etc.); spring",""
"word","Jisho-N1","黄金","おうごん","","gold (Au); golden; prosperous",""
"word","Jisho-N1","子","こ","","child; kid; teenager",""
"word","Jisho-N1","怒る","おこる","","to get angry; to get mad; to lose one's temper",""
"word","Jisho-N1","嬢","じょう","","unmarried woman; Miss",""
"word","Jisho-N1","振り","ふり","","swing; shake; sweep",""
"word","Jisho-N1","落ちる","おちる","","to fall; to drop; to come down",""
"word","Jisho-N1","楽しむ","たのしむ","","to enjoy; to take pleasure in; to have a good time",""
"word","Jisho-N1","途中","とちゅう","","on the way; en route",""
"word","Jisho-N1","起こす","おこす","","to raise; to raise up; to set up",""
"word","Jisho-N1","死","し","","death; (an) out",""
"word","Jisho-N1","上がる","あがる","","to rise; to go up; to come up",""
"word","Jisho-N1","説得","せっとく","","persuasion",""
"word","Jisho-N1","助言","じょげん","","advice; counsel; suggestion",""
"word","Jisho-N1","理論","りろん","","theory",""
"word","Jisho-N1","怒り","いかり","","anger; rage; fury",""
"word","Jisho-N1","集まる","あつまる","","to gather; to collect; to assemble",""
"word","Jisho-N1","落とす","おとす","","to drop; to lose; to let fall",""
"word","Jisho-N1","秘書","ひしょ","","(private) secretary; treasured book; secret book",""
"word","Jisho-N1","紳士","しんし","","gentleman",""
"word","Jisho-N1","証拠","しょうこ","","evidence; proof",""
"word","Jisho-N1","大事","だいじ","","important; serious; crucial",""
"word","Jisho-N1","下がる","さがる","","to come down; to go down; to fall",""
"word","Jisho-N1","決まる","きまる","","to be decided; to be settled; to be fixed",""
"word","Jisho-N1","選挙","せんきょ","","election",""
"word","Jisho-N1","運命","うんめい","","fate; destiny; lot",""
"word","Jisho-N1","可笑しい","おかしい","","funny; amusing; comical",""
"word","Jisho-N1","世","よ","","world; society; public",""
"word","Jisho-N1","富","とみ","","riches; wealth; fortune",""
"word","Jisho-N1","天才","てんさい","","genius; prodigy; natural gift",""
"word","Jisho-N1","取引","とりひき","","transactions; dealings; business",""
"word","Jisho-N1","階","かい","","storey; story; floor",""
"word","Jisho-N1","危機","きき","","crisis; critical situation; emergency",""
"word","Jisho-N1","勝利","しょうり","","victory; triumph; win",""
"word","Jisho-N1","交渉","こうしょう","","negotiations; bargaining; discussions",""
"word","Jisho-N1","予想","よそう","","expectation; anticipation; prediction",""
"word","Jisho-N1","距離","きょり","","distance; range; interval",""
"word","Jisho-N1","政策","せいさく","","political measures; policy",""
"word","Jisho-N1","洪水","こうずい","","flood; flooding",""
"word","Jisho-N1","幽霊","ゆうれい","","ghost; specter; spectre",""
"word","Jisho-N1","同情","どうじょう","","sympathy; compassion; pity",""
"word","Jisho-N1","航海","こうかい","","(sea) voyage; navigation; sailing",""
"word","Jisho-N1","破壊","はかい","","destruction; disruption",""
"word","Jisho-N1","自信","じしん","","self-confidence; confidence (in oneself)",""
"word","Jisho-N1","世代","せだい","","generation",""
"word","Jisho-N1","治療","ちりょう","","(medical) treatment; care; therapy",""
"word","Jisho-N1","資格","しかく","","qualifications; requirements; capabilities",""
"word","Jisho-N1","投資","とうし","","investment",""
"word","Jisho-N1","小切手","こぎって","","cheque; check",""
"word","Jisho-N1","反応","はんのう","","reaction; response",""
"word","Jisho-N1","報道","ほうどう","","report (of news); reporting; news",""
"word","Jisho-N1","企画","きかく","","planning; plan; project",""
"word","Jisho-N1","制服","せいふく","","uniform",""
"word","Jisho-N1","賃金","ちんぎん","","wages; pay",""
"word","Jisho-N1","権力","けんりょく","","(political) power; authority; influence",""
"word","Jisho-N1","名誉","めいよ","","honor; honour; credit",""
"word","Jisho-N1","暴力","ぼうりょく","","violence; mayhem",""
"word","Jisho-N1","貧困","ひんこん","","poverty; penury; need",""
"word","Jisho-N1","美","び","","beauty",""
"word","Jisho-N1","保険","ほけん","","insurance; guarantee; warranty",""
"word","Jisho-N1","孤独","こどく","","solitude; loneliness; isolation",""
"word","Jisho-N1","聖書","せいしょ","","Bible; the Scriptures; Holy Writ",""
"word","Jisho-N1","妥協","だきょう","","compromise; giving in",""
"word","Jisho-N1","昆虫","こんちゅう","","insect; bug",""
"word","Jisho-N1","保護","ほご","","protection; safeguard; guardianship",""
"word","Jisho-N1","向き","むき","","direction; orientation; aspect",""
"word","Jisho-N1","古代","こだい","","ancient times; distant past; antiquity",""
"word","Jisho-N1","牧師","ぼくし","","pastor; minister; clergyman",""
"word","Jisho-N1","判決","はんけつ","","judicial decision; judgement; judgment",""
"word","Jisho-N1","着陸","ちゃくりく","","landing; alighting; touch down",""
"word","Jisho-N1","真ん中","まんなか","","middle; centre; center",""
"word","Jisho-N1","倒産","とうさん","","(corporate) bankruptcy; insolvency; commercial failure",""
"word","Jisho-N1","規制","きせい","","regulation; (traffic) policing; control",""
"word","Jisho-N1","偏見","へんけん","","prejudice; bias; distorted view",""
"word","Jisho-N1","入浴","にゅうよく","","bathing; going in the bath",""
"word","Jisho-N1","財政","ざいせい","","public finance; financial affairs; financial situation",""
"word","Jisho-N1","報酬","ほうしゅう","","remuneration; recompense; reward",""
"word","Jisho-N1","証言","しょうげん","","testimony; (verbal) evidence",""
"word","Jisho-N1","革命","かくめい","","revolution; 58th year of the sexagenary cycle (in Onmyōdō)",""
"word","Jisho-N1","祈り","いのり","","prayer; supplication",""
"word","Jisho-N1","人民","じんみん","","the people; citizens; the populace",""
"word","Jisho-N1","決断","けつだん","","decision; determination",""
"word","Jisho-N1","予言","よげん","","prediction; prophecy; prognostication",""
"word","Jisho-N1","自己","じこ","","self; oneself",""
"word","Jisho-N1","動機","どうき","","motive; incentive",""
"word","Jisho-N1","昼間","ひるま","","daytime; during the day; time from sunrise until sunset",""
"word","Jisho-N1","暴動","ぼうどう","","insurrection; riot; uprising",""
"word","Jisho-N1","移民","いみん","","immigration; emigration",""
"word","Jisho-N1","改革","かいかく","","reform; reformation; reorganization",""
"word","Jisho-N1","爆弾","ばくだん","","bomb; alcohol with liquor added (esp. wine-based shōchū highball, also beer with whiskey)",""
"word","Jisho-N1","災害","さいがい","","calamity; disaster; misfortune",""
"word","Jisho-N1","妊娠","にんしん","","pregnancy; conception; gestation",""
"word","Jisho-N1","真珠","しんじゅ","","pearl",""
"word","Jisho-N1","久しぶり","ひさしぶり","","a long time (since the last time); first in a long time",""
"word","Jisho-N1","実業家","じつぎょうか","","businessperson; businessman; businesswoman",""
"word","Jisho-N1","死刑","しけい","","death penalty; capital punishment",""
"word","Jisho-N1","燃料","ねんりょう","","fuel",""
"word","Jisho-N1","民族","みんぞく","","people; race; nation",""
"word","Jisho-N1","人格","じんかく","","personality; character; individuality",""
"word","Jisho-N1","承諾","しょうだく","","consent; approval; acceptance",""
"word","Jisho-N1","権威","けんい","","authority; power; influence",""
"word","Jisho-N1","悪","あく","","evil; wickedness",""
"word","Jisho-N1","網","あみ","","net; netting",""
"word","Jisho-N1","伝説","でんせつ","","legend; folklore; tradition",""
"word","Jisho-N1","定義","ていぎ","","definition",""
"word","Jisho-N1","圧力","あつりょく","","pressure; pressure (e.g. political); arm-twisting",""
"word","Jisho-N1","物体","ぶったい","","object; body; solid",""
"word","Jisho-N1","品質","ひんしつ","","quality (of a product or a service)",""
"word","Jisho-N1","認識","にんしき","","recognition; awareness; perception",""
"word","Jisho-N1","反乱","はんらん","","insurrection; mutiny; rebellion",""
"word","Jisho-N1","植民地","しょくみんち","","colony; (Japanese) settlement (in Brazil)",""
"word","Jisho-N1","体力","たいりょく","","physical strength; power; stamina",""
"word","Jisho-N1","脳","のう","","brain; brains; mind",""
"word","Jisho-N1","孤児","こじ","","orphan; person without friends",""
"word","Jisho-N1","海峡","かいきょう","","channel (e.g. between two land masses); strait",""
"word","Jisho-N1","福祉","ふくし","","welfare; well-being; social welfare",""
"word","Jisho-N1","芝","しば","","lawn; sod; turf",""
"word","Jisho-N1","宮殿","きゅうでん","","palace",""
"word","Jisho-N1","文書","ぶんしょ","","document; writing; letter",""
"word","Jisho-N1","探検","たんけん","","exploration; expedition",""
"word","Jisho-N1","火星","かせい","","Mars (planet)",""
"word","Jisho-N1","戦闘","せんとう","","battle; fight; combat",""
"word","Jisho-N1","正義","せいぎ","","justice; right; righteousness",""
"word","Jisho-N1","理性","りせい","","reason; reasoning power; (one's) sense",""
"word","Jisho-N1","預金","よきん","","deposit; bank account",""
"word","Jisho-N1","真理","しんり","","truth",""
"word","Jisho-N1","柱","はしら","","pillar; post",""
"word","Jisho-N1","条約","じょうやく","","treaty; pact; convention",""
"word","Jisho-N1","日焼け","ひやけ","","sunburn; suntan; tan",""
"word","Jisho-N1","闇","やみ","","darkness; the dark",""
"word","Jisho-N1","職員","しょくいん","","staff member; employee; worker",""
"word","Jisho-N1","声明","せいめい","","declaration; statement; proclamation",""
"word","Jisho-N1","出血","しゅっけつ","","bleeding; haemorrhage; hemorrhage",""
"word","Jisho-N1","関税","かんぜい","","customs (duties); duty; tariff",""
"word","Jisho-N1","形態","けいたい","","form; shape; figure",""
"word","Jisho-N1","内閣","ないかく","","cabinet (of a government); ministry",""
"word","Jisho-N1","憎しみ","にくしみ","","hatred",""
"word","Jisho-N1","思考","しこう","","thought; consideration; thinking",""
"word","Jisho-N1","本能","ほんのう","","instinct",""
"word","Jisho-N1","固定","こてい","","fixing (in place); being fixed (in place); securing",""
"word","Jisho-N1","尿","にょう","","urine",""
"word","Jisho-N1","見積もり","みつもり","","estimate; estimation; valuation",""
"word","Jisho-N1","良心","りょうしん","","conscience",""
"word","Jisho-N1","概念","がいねん","","general idea; concept; notion",""
"word","Jisho-N1","視野","しや","","field of vision; view",""
"word","Jisho-N1","進化","しんか","","evolution; becoming more advanced; progress",""
"word","Jisho-N1","恋愛","れんあい","","love; romance; tender passion",""
"word","Jisho-N1","負債","ふさい","","debt; liabilities",""
"word","Jisho-N1","資産","しさん","","property; fortune; means",""
"word","Jisho-N1","面会","めんかい","","meeting (face-to-face); seeing; visit",""
"word","Jisho-N1","看護","かんご","","nursing; (army) nurse",""
"word","Jisho-N1","独占","どくせん","","monopoly; monopolization; exclusivity",""
"word","Jisho-N1","転勤","てんきん","","job transfer; job relocation; intra-company transfer",""
"word","Jisho-N1","根源","こんげん","","root; source; origin",""
"word","Jisho-N1","在庫","ざいこ","","stock; inventory",""
"word","Jisho-N1","電線","でんせん","","electric line; electric cable; power cable",""
"word","Jisho-N1","権限","けんげん","","power; authority; jurisdiction",""
"word","Jisho-N1","貴族","きぞく","","nobility; aristocracy; peerage",""
"word","Jisho-N1","運賃","うんちん","","(passenger) fare; freight rates; shipping expenses",""
"word","Jisho-N1","家出","いえで","","running away from home; elopement",""
"word","Jisho-N1","乱用","らんよう","","abuse; misuse; misappropriation",""
"word","Jisho-N1","疲労","ひろう","","fatigue; weariness; exhaustion",""
"word","Jisho-N1","奉仕","ほうし","","service; ministry; attendance",""
"word","Jisho-N1","遺跡","いせき","","(archeological) remains; ruins; relics",""
"word","Jisho-N1","腐敗","ふはい","","decomposition; putrefaction; putrescence",""
"word","Jisho-N1","天国","てんごく","","paradise; heaven; Kingdom of Heaven",""
"word","Jisho-N1","扉","とびら","","door; gate; opening",""
"word","Jisho-N1","潮","しお","","tide; current",""
"word","Jisho-N1","救済","きゅうさい","","relief; aid; help",""
"word","Jisho-N1","固体","こたい","","solid (body); solid matter; solid-state",""
"word","Jisho-N1","山脈","さんみゃく","","mountain range; mountain belt",""
"word","Jisho-N1","捕虜","ほりょ","","prisoner (of war); POW; captive",""
"word","Jisho-N1","定年","ていねん","","(compulsory) retirement age; age limit",""
"word","Jisho-N1","肺","はい","","lung",""
"word","Jisho-N1","収益","しゅうえき","","earnings; proceeds; returns",""
"word","Jisho-N1","介護","かいご","","nursing; care; caregiving",""
"word","Jisho-N1","設定","せってい","","establishment; creation; posing (a problem)",""
"word","Jisho-N1","気質","きしつ","","disposition; temperament; nature",""
"word","Jisho-N1","連邦","れんぽう","","federation (of states); confederation; commonwealth",""
"word","Jisho-N1","喜劇","きげき","","comedy",""
"word","Jisho-N1","戦術","せんじゅつ","","tactics",""
"word","Jisho-N1","原子","げんし","","atom",""
"word","Jisho-N1","人質","ひとじち","","hostage",""
"word","Jisho-N1","分裂","ぶんれつ","","split; division; break up",""
"word","Jisho-N1","統制","とうせい","","regulation; control",""
"word","Jisho-N1","感染","かんせん","","infection; contagion; becoming infected",""
"word","Jisho-N1","占領","せんりょう","","occupying; having (an area) all to oneself",""
"word","Jisho-N1","主人公","しゅじんこう","","protagonist; main character; hero",""
"word","Jisho-N1","斜面","しゃめん","","slope; slanting surface; bevel",""
"word","Jisho-N1","政権","せいけん","","(political) administration; political power",""
"word","Jisho-N1","暗殺","あんさつ","","assassination",""
"word","Jisho-N1","細胞","さいぼう","","cell; cell (in an organization, esp. a communist party)",""
"word","Jisho-N1","堤防","ていぼう","","bank; weir; embankment",""
"word","Jisho-N1","神秘","しんぴ","","mystery; mysteriousness; secret",""
"word","Jisho-N1","証人","しょうにん","","witness",""
"word","Jisho-N1","模型","もけい","","model; dummy; maquette",""
"word","Jisho-N1","反発","はんぱつ","","opposition; rebellion; revolt",""
"word","Jisho-N1","家畜","かちく","","domestic animals; livestock; cattle",""
"word","Jisho-N1","脂肪","しぼう","","fat; grease; blubber",""
"word","Jisho-N1","抑圧","よくあつ","","check; restraint; oppression",""
"word","Jisho-N1","乱れる","みだれる","","to be disordered; to be disarranged; to be disarrayed",""
"word","Jisho-N1","回路","かいろ","","circuit; cycle (e.g. Krebs cycle)",""
"word","Jisho-N1","君主","くんしゅ","","monarch; sovereign; ruler",""
"word","Jisho-N1","貨幣","かへい","","money; currency; coin",""
"word","Jisho-N1","清算","せいさん","","(financial) settlement; squaring accounts; clearing debts",""
"word","Jisho-N1","天体","てんたい","","heavenly body; celestial body; astronomical object",""
"word","Jisho-N1","織物","おりもの","","textile; fabric",""
"word","Jisho-N1","中立","ちゅうりつ","","neutrality",""
"word","Jisho-N1","同調","どうちょう","","conformity; alignment; agreement",""
"word","Jisho-N1","基金","ききん","","fund; foundation",""
"word","Jisho-N1","本質","ほんしつ","","essence; true nature; substance",""
"word","Jisho-N1","襟","えり","","collar; lapel; neckband",""
"word","Jisho-N1","刃","は","","edge (of a knife or sword); blade",""
"word","Jisho-N1","詐欺","さぎ","","fraud; swindle; graft",""
"word","Jisho-N1","無効","むこう","","invalid; void; ineffective",""
"word","Jisho-N1","作戦","さくせん","","tactics; strategy",""
"word","Jisho-N1","漁船","ぎょせん","","fishing boat",""
"word","Jisho-N1","官僚","かんりょう","","bureaucrat; government official; bureaucracy",""
"word","Jisho-N1","調理","ちょうり","","cooking; food preparation",""
"word","Jisho-N1","仕様","しよう","","way; method; means",""
"word","Jisho-N1","教員","きょういん","","teacher; instructor; teaching staff",""
"word","Jisho-N1","視覚","しかく","","(sense of) sight; eyesight; vision",""
"word","Jisho-N1","解除","かいじょ","","termination (of a contract); cancellation; rescinding",""
"word","Jisho-N1","世帯","せたい","","household; family",""
"word","Jisho-N1","枠","わく","","frame; framework",""
"word","Jisho-N1","戯曲","ぎきょく","","drama; play",""
"word","Jisho-N1","前提","ぜんてい","","condition; assumption; prerequisite",""
"word","Jisho-N1","墓地","ぼち","","cemetery; graveyard",""
"word","Jisho-N1","下痢","げり","","diarrhea; diarrhoea",""
"word","Jisho-N1","強制","きょうせい","","compulsion; coercion; forcing (to do)",""
"word","Jisho-N1","利子","りし","","interest (on a deposit, loan, etc.)",""
"word","Jisho-N1","僧","そう","","monk; priest",""
"word","Jisho-N1","鉛","なまり","","lead (Pb)",""
"word","Jisho-N1","映像","えいぞう","","image (on a screen); picture (e.g. on a TV)",""
"word","Jisho-N1","発作","ほっさ","","fit; attack; spasm",""
"word","Jisho-N1","反射","はんしゃ","","reflection; reverberation",""
"word","Jisho-N1","均衡","きんこう","","balance; equilibrium",""
"word","Jisho-N1","反響","はんきょう","","echo; reverberation",""
"word","Jisho-N1","財","ざい","","fortune; riches",""
"word","Jisho-N1","小売","こうり","","retail",""
"word","Jisho-N1","聴覚","ちょうかく","","(sense of) hearing; auditory perception",""
"word","Jisho-N1","分子","ぶんし","","molecule; numerator",""
"word","Jisho-N1","麻酔","ますい","","anaesthesia; anesthesia",""
"word","Jisho-N1","装飾","そうしょく","","ornament; decoration",""
"word","Jisho-N1","怪獣","かいじゅう","","monster",""
"word","Jisho-N1","工学","こうがく","","engineering",""
"word","Jisho-N1","旅客","りょかく","","passenger; traveller; traveler",""
"word","Jisho-N1","株式","かぶしき","","share (in a company); stock",""
"word","Jisho-N1","戸籍","こせき","","family register; census",""
"word","Jisho-N1","迫害","はくがい","","persecution; oppression",""
"word","Jisho-N1","地形","ちけい","","terrain; geographical features; topography",""
"word","Jisho-N1","繊維","せんい","","fibre; fiber",""
"word","Jisho-N1","国土","こくど","","country; territory; domain",""
"word","Jisho-N1","棄権","きけん","","abstention (from voting); renunciation (of a right); withdrawal (from a contest)",""
"word","Jisho-N1","義理","ぎり","","duty; sense of duty; honor",""
"word","Jisho-N1","融資","ゆうし","","financing; loan",""
"word","Jisho-N1","錯覚","さっかく","","illusion; hallucination",""
"word","Jisho-N1","行政","ぎょうせい","","executive; government",""
"word","Jisho-N1","気象","きしょう","","weather (conditions); disposition; temperament",""
"word","Jisho-N1","潜水","せんすい","","diving; submerging; going underwater",""
"word","Jisho-N1","兵器","へいき","","arms; weapon; ordnance",""
"word","Jisho-N1","農地","のうち","","agricultural land; farmland",""
"word","Jisho-N1","化石","かせき","","fossil; petrifaction; petrification",""
"word","Jisho-N1","炒める","いためる","","to fry; to saute; to stir-fry",""
"word","Jisho-N1","差異","さい","","difference; disparity; gap",""
"word","Jisho-N1","窒息","ちっそく","","suffocation; choking; asphyxia",""
"word","Jisho-N1","血管","けっかん","","blood vessel; vein",""
"word","Jisho-N1","沼","ぬま","","marsh; swamp; wetland",""
"word","Jisho-N1","参議院","さんぎいん","","House of Councillors (upper house of the National Diet of Japan)",""
"word","Jisho-N1","拡散","かくさん","","spreading; disseminating; scattering",""
"word","Jisho-N1","主体","しゅたい","","main constituent; core; nucleus",""
"word","Jisho-N1","同志","どうし","","like-mindedness; (being of the) same mind; shared sentiment",""
"word","Jisho-N1","楽譜","がくふ","","score; sheet music",""
"word","Jisho-N1","演出","えんしゅつ","","direction (of a play, film, etc.); production",""
"word","Jisho-N1","共感","きょうかん","","sympathy; empathy; response",""
"word","Jisho-N1","軍事","ぐんじ","","military affairs",""
"word","Jisho-N1","封鎖","ふうさ","","blockade; lockdown; sealing off (an area)",""
"word","Jisho-N1","給食","きゅうしょく","","provision of lunch (e.g. at office, school, etc.); providing a meal; lunch service",""
"word","Jisho-N1","刑罰","けいばつ","","(criminal) punishment; penalty; sentence",""
"word","Jisho-N1","岩石","がんせき","","rock",""
"word","Jisho-N1","脚本","きゃくほん","","script; screenplay; scenario",""
"word","Jisho-N1","修士","しゅうし","","master's (degree)",""
"word","Jisho-N1","送金","そうきん","","remittance; sending money; transferring money",""
"word","Jisho-N1","没収","ぼっしゅう","","seizure; confiscation; impounding",""
"word","Jisho-N1","手錠","てじょう","","handcuffs; manacles",""
"word","Jisho-N1","茎","くき","","stalk; stem",""
"word","Jisho-N1","格","かく","","status; position; rank",""
"word","Jisho-N1","粥","かゆ","","thin rice porridge; watery cooked rice; rice gruel",""
"word","Jisho-N1","三味線","しゃみせん","","shamisen; samisen; three-stringed Japanese lute",""
"word","Jisho-N1","多数決","たすうけつ","","majority decision; majority vote; majority rule",""
"word","Jisho-N1","織り","おり","","weave; weaving; woven item",""
"word","Jisho-N1","舗装","ほそう","","paving (a road); surfacing (with asphalt, concrete, etc.); pavement",""
"word","Jisho-N1","自我","じが","","ego; self",""
"word","Jisho-N1","主権","しゅけん","","sovereignty; supremacy; dominion",""
"word","Jisho-N1","鉄棒","てつぼう","","iron rod; iron bar; iron club",""
"word","Jisho-N1","光沢","こうたく","","brilliance; polish; lustre",""
"word","Jisho-N1","放射","ほうしゃ","","radiation; emission",""
"word","Jisho-N1","根回し","ねまわし","","laying the groundwork; behind-the-scenes maneuvering; consensus-building process",""
"word","Jisho-N1","混血","こんけつ","","mixed race; mixed parentage",""
"word","Jisho-N1","再建","さいけん","","rebuilding; reconstruction; rehabilitation",""
"word","Jisho-N1","雪崩","なだれ","","avalanche; snowslide",""
"word","Jisho-N1","動力","どうりょく","","power; motive power",""
"word","Jisho-N1","書評","しょひょう","","book review",""
"word","Jisho-N1","偽造","ぎぞう","","forgery; counterfeiting; fabrication",""
"word","Jisho-N1","衆議院","しゅうぎいん","","House of Representatives (lower house of the National Diet of Japan)",""
"word","Jisho-N1","味覚","みかく","","(sense of) taste; palate",""
"word","Jisho-N1","燃焼","ねんしょう","","burning; combustion",""
"word","Jisho-N1","軍艦","ぐんかん","","warship; battleship",""
"word","Jisho-N1","盾","たて","","shield; buckler; escutcheon",""
"word","Jisho-N1","結核","けっかく","","tuberculosis; TB",""
"word","Jisho-N1","執着","しゅうちゃく","","attachment; adhesion; insistence",""
"word","Jisho-N1","品種","ひんしゅ","","type (of goods); sort",""
"word","Jisho-N1","禅","ぜん","","dhyana (profound meditation); Zen (Buddhism)",""
"word","Jisho-N1","地主","じぬし","","landowner; landlord; landlady",""
"word","Jisho-N1","合成","ごうせい","","composition; synthesis; compounding",""
"word","Jisho-N1","呉れる","くれる","","to give; to let (one) have",""
